Título,doi,arxiv,pmid,isbn,doi_score,arxiv_score,pmid_score,isbn_score,are_scores_different,final_score,cited_by_tweeters,cited_by_rdts,readers_count,cited_by_posts_count,cited_by_feeds_count,cited_by_accounts_count,cited_by_msm_count,cited_by_fbwalls_count,cohorts,cited_by_videos_count,cited_by_gplus_count
Extragradient Method with Variance Reduction for Stochastic Variational Inequalities,10.1137/15M1031953,,,,https://api.altmetric.com/v1/doi/10.1137/15M1031953,,,,,-1,https://api.altmetric.com/v1/doi/10.1137/15M1031953,https://api.altmetric.com/v1/doi/10.1137/15M1031953,https://api.altmetric.com/v1/doi/10.1137/15M1031953,https://api.altmetric.com/v1/doi/10.1137/15M1031953,https://api.altmetric.com/v1/doi/10.1137/15M1031953,https://api.altmetric.com/v1/doi/10.1137/15M1031953,https://api.altmetric.com/v1/doi/10.1137/15M1031953,,,,
Fingerprints of data compression in EEG sequences,,2008.10760,,,,https://api.altmetric.com/v1/arxiv/2008.10760,,,,-1,,,,,,,,,,,
Finite Cycle Gibbs Measures on Permutations of Z^d,10.1007/S10955-014-1169-6,,,,1.00,,,,,1,3,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1169-6,1.00,4.00,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1169-6,3.00,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1169-6,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1169-6,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1169-6,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1169-6
Firing properties of ventral medullary respiratory neurons in sino-aortic denervated rats,10.1113/EP087150,,30427561,,0.75,,0.75,,,0.75,1,https://api.altmetric.com/v1/doi/10.1113/EP087150,3.00,2.00,https://api.altmetric.com/v1/doi/10.1113/EP087150,2.00,https://api.altmetric.com/v1/doi/10.1113/EP087150,1.00,1.00,https://api.altmetric.com/v1/doi/10.1113/EP087150,https://api.altmetric.com/v1/doi/10.1113/EP087150
Fluctuations for spatially extended Hawkes processes,10.1016/J.SPA.2020.03.015,,,,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2020.03.015,,,,
Fractal Analyses of Networks of Integrate-and-Fire Stochastic Spiking Neurons,10.1007/978-3-319-73198-8_14,,,,0.50,,,,,0.5,2,https://api.altmetric.com/v1/doi/10.1007/978-3-319-73198-8_14,18.00,2.00,https://api.altmetric.com/v1/doi/10.1007/978-3-319-73198-8_14,2.00,https://api.altmetric.com/v1/doi/10.1007/978-3-319-73198-8_14,https://api.altmetric.com/v1/doi/10.1007/978-3-319-73198-8_14,2.00,https://api.altmetric.com/v1/doi/10.1007/978-3-319-73198-8_14,https://api.altmetric.com/v1/doi/10.1007/978-3-319-73198-8_14
Fractional matchings in hypergraphs,10.1134/S0032946015010032,,,,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,,,,,-1,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,https://api.altmetric.com/v1/doi/10.1134/S0032946015010032,,,,
From the divergence between two measures to the shortest path between two observables,,1611.01530,,,,0.25,,,,0.25,,,,,,,,,,,
Goalkeeper Game: A New Assessment Tool for Prediction of Gait Performance Under Complex Condition in People With Parkinson's Disease,10.3389/FNAGI.2020.00050,,32194393,,1.00,,https://api.altmetric.com/v1/pmid/32194393,,,1,3,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2020.00050,36.00,3.00,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2020.00050,3.00,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2020.00050,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2020.00050,2.00,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2020.00050,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2020.00050
Graph analysis of dream reports is especially informative about psychosis.,10.1038/SREP03691,,24424108,,89.40,,89.40,,,89.4,46,1.00,202.00,75.00,https://api.altmetric.com/v1/doi/10.1038/SREP03691,73.00,6.00,19.00,33.00,https://api.altmetric.com/v1/doi/10.1038/SREP03691,https://api.altmetric.com/v1/doi/10.1038/SREP03691
"Graph analysis of verbal fluency test discriminate between patients with Alzheimer's disease, mild cognitive impairment and normal elderly controls.",10.3389/FNAGI.2014.00185,,25120480,,1.50,,1.50,,,1.5,1,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2014.00185,78.00,3.00,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2014.00185,3.00,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2014.00185,2.00,1.00,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2014.00185,https://api.altmetric.com/v1/doi/10.3389/FNAGI.2014.00185
Graph Theory Applied to Speech: Insights on Cognitive Deficit Diagnosis and Dream Research,10.1017/9781316676974.004,,,978-1-107-16222-8,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,,,3.85,,3.85,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004,https://api.altmetric.com/v1/doi/10.1017/9781316676974.004
Graphical Construction of Spatial Gibbs Random Graphs,,1908.08880,,,,1.00,,,,1,,,,,,,,,,,
Hawkes processes with variable length memory and an infinite number of components,,1410.5235,,,,0.25,,,,0.25,,,,,,,,,,,
Hovering stochastic oscillations in self-organized critical systems,,1604.00419,,,,0.50,,,,0.5,,,,,,,,,,,
Hydrodynamic Limit for Interacting Neurons,10.1007/S10955-014-1145-1,1401.4264,,,4.00,4.00,,,,4,3,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1145-1,12.00,6.00,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1145-1,5.00,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1145-1,1.00,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1145-1,https://api.altmetric.com/v1/doi/10.1007/S10955-014-1145-1
Hydrodynamic Limit for Spatially Structured Interacting Neurons,10.1007/S10955-015-1366-Y,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1366-Y,7.00,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1366-Y,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1366-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1366-Y,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1366-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1366-Y
Identifying interacting pairs of sites in Ising models on a countable set,10.1214/14-BJPS279,,,,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,,,,,-1,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,https://api.altmetric.com/v1/doi/10.1214/14-BJPS279,,,,
Ih Equalizes Membrane Input Resistance in a Heterogeneous Population of Fusiform Neurons in the Dorsal Cochlear Nucleus.,10.3389/FNCEL.2016.00249,,27833532,,0.25,,0.25,,,0.25,1,https://api.altmetric.com/v1/doi/10.3389/FNCEL.2016.00249,29.00,1.00,https://api.altmetric.com/v1/doi/10.3389/FNCEL.2016.00249,1.00,https://api.altmetric.com/v1/doi/10.3389/FNCEL.2016.00249,https://api.altmetric.com/v1/doi/10.3389/FNCEL.2016.00249,1.00,https://api.altmetric.com/v1/doi/10.3389/FNCEL.2016.00249,https://api.altmetric.com/v1/doi/10.3389/FNCEL.2016.00249
Increase in hippocampal theta oscillations during spatial decision making,10.1002/HIPO.22260,,24520011,,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,,https://api.altmetric.com/v1/pmid/24520011,,,-1,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,https://api.altmetric.com/v1/doi/10.1002/HIPO.22260,,,,
Independence test for sparse data,10.1063/1.4951925,,,,https://api.altmetric.com/v1/doi/10.1063/1.4951925,,,,,-1,https://api.altmetric.com/v1/doi/10.1063/1.4951925,https://api.altmetric.com/v1/doi/10.1063/1.4951925,https://api.altmetric.com/v1/doi/10.1063/1.4951925,https://api.altmetric.com/v1/doi/10.1063/1.4951925,https://api.altmetric.com/v1/doi/10.1063/1.4951925,https://api.altmetric.com/v1/doi/10.1063/1.4951925,https://api.altmetric.com/v1/doi/10.1063/1.4951925,,,,
Independence tests for continuous random variables based on the longest increasing subsequence,10.1016/J.JMVA.2014.02.010,,,,2.50,,,,,2.5,https://api.altmetric.com/v1/doi/10.1016/J.JMVA.2014.02.010,https://api.altmetric.com/v1/doi/10.1016/J.JMVA.2014.02.010,11.00,1.00,https://api.altmetric.com/v1/doi/10.1016/J.JMVA.2014.02.010,1.00,https://api.altmetric.com/v1/doi/10.1016/J.JMVA.2014.02.010,https://api.altmetric.com/v1/doi/10.1016/J.JMVA.2014.02.010,0.00,https://api.altmetric.com/v1/doi/10.1016/J.JMVA.2014.02.010,https://api.altmetric.com/v1/doi/10.1016/J.JMVA.2014.02.010
Independent block identification in multivariate time series,10.1111/JTSA.12553,,,,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,,,,,-1,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,https://api.altmetric.com/v1/doi/10.1111/JTSA.12553,,,,
Infinite Sidon Sets Contained in Sparse Random Sets of Integers,10.1137/17M1114934,,,,https://api.altmetric.com/v1/doi/10.1137/17M1114934,,,,,-1,https://api.altmetric.com/v1/doi/10.1137/17M1114934,https://api.altmetric.com/v1/doi/10.1137/17M1114934,https://api.altmetric.com/v1/doi/10.1137/17M1114934,https://api.altmetric.com/v1/doi/10.1137/17M1114934,https://api.altmetric.com/v1/doi/10.1137/17M1114934,https://api.altmetric.com/v1/doi/10.1137/17M1114934,https://api.altmetric.com/v1/doi/10.1137/17M1114934,,,,
Infinite systems of interacting chains with memory of variable length beyond the Dobrushin condition,,1907.09012,,,,0.25,,,,0.25,,,,,,,,,,,
Influence of nicotine and alcohol on sleep and implications on insomnia: the reward-attention circuit model,,1902.05515,,,,1.50,,,,1.5,,,,,,,,,,,
Information Transmission and Criticality in the Contact Process,10.1007/S10955-017-1854-3,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1007/S10955-017-1854-3,11.00,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-017-1854-3,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-017-1854-3,https://api.altmetric.com/v1/doi/10.1007/S10955-017-1854-3,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-017-1854-3,https://api.altmetric.com/v1/doi/10.1007/S10955-017-1854-3
Inhibitory loop robustly induces anticipated synchronization in neuronal microcircuits.,10.1103/PHYSREVE.94.042411,1609.04419,27841618,,1.25,1.25,1.25,,,1.25,3,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.94.042411,27.00,3.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.94.042411,3.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.94.042411,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.94.042411,2.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.94.042411,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.94.042411
Interacting Diffusions on Random Graphs with Diverging Average Degrees: Hydrodynamics and Large Deviations,10.1007/S10955-019-02332-1,,,,0.50,,,,,0.5,2,https://api.altmetric.com/v1/doi/10.1007/S10955-019-02332-1,4.00,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-019-02332-1,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-019-02332-1,https://api.altmetric.com/v1/doi/10.1007/S10955-019-02332-1,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-019-02332-1,https://api.altmetric.com/v1/doi/10.1007/S10955-019-02332-1
Interaction graph estimation for the first olfactory relay of an insect,,1612.05226v1,,,,https://api.altmetric.com/v1/arxiv/1612.05226v1,,,,-1,,,,,,,,,,,
Interplay of activation kinetics and the derivative conductance determines resonance properties of neurons,10.1103/PHYSREVE.97.042408,1712.00306,29758644,,1.25,1.25,1.25,,,1.25,4,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.97.042408,5.00,6.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.97.042408,4.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.97.042408,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.97.042408,4.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.97.042408,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.97.042408
"Intrinsic and synaptic properties of hippocampal CA1 pyramidal neurons of the Wistar Audiogenic Rat (WAR) strain, a genetic model of epilepsy",10.1038/S41598-018-28725-Y,,29991737,,1.00,,1.00,,,1,1,https://api.altmetric.com/v1/doi/10.1038/S41598-018-28725-Y,33.00,1.00,https://api.altmetric.com/v1/doi/10.1038/S41598-018-28725-Y,1.00,https://api.altmetric.com/v1/doi/10.1038/S41598-018-28725-Y,https://api.altmetric.com/v1/doi/10.1038/S41598-018-28725-Y,1.00,https://api.altmetric.com/v1/doi/10.1038/S41598-018-28725-Y,https://api.altmetric.com/v1/doi/10.1038/S41598-018-28725-Y
Invasion percolation solves Fermi Paradox but challenges SETI projects,10.1017/S1473550418000101,,,,3.50,,,,,3.5,1,https://api.altmetric.com/v1/doi/10.1017/S1473550418000101,5.00,4.00,https://api.altmetric.com/v1/doi/10.1017/S1473550418000101,3.00,https://api.altmetric.com/v1/doi/10.1017/S1473550418000101,https://api.altmetric.com/v1/doi/10.1017/S1473550418000101,1.00,https://api.altmetric.com/v1/doi/10.1017/S1473550418000101,https://api.altmetric.com/v1/doi/10.1017/S1473550418000101
Investigation of rat exploratory behavior via evolving artificial neural networks.,10.1016/J.JNEUMETH.2016.06.010,,27328370,,0.75,,0.75,,,0.75,3,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2016.06.010,16.00,3.00,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2016.06.010,3.00,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2016.06.010,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2016.06.010,3.00,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2016.06.010,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2016.06.010
Is somatosensory electrical stimulation effective in relieving spasticity? A systematic review,,,31475939,,,,0.75,,,0.75,,,,,,,,,,,
Is the Frequency in Somatosensory Electrical Stimulation the Key Parameter in Modulating the Corticospinal Excitability of Healthy Volunteers and Stroke Patients with Spasticity?,10.1155/2016/3034963,,26881102,,1.00,,1.00,,,1,1,https://api.altmetric.com/v1/doi/10.1155/2016/3034963,62.00,1.00,https://api.altmetric.com/v1/doi/10.1155/2016/3034963,1.00,https://api.altmetric.com/v1/doi/10.1155/2016/3034963,https://api.altmetric.com/v1/doi/10.1155/2016/3034963,1.00,https://api.altmetric.com/v1/doi/10.1155/2016/3034963,https://api.altmetric.com/v1/doi/10.1155/2016/3034963
Large deviations for cascades of diffusions arising in oscillating systems of interacting Hawkes processes,10.1007/S10959-017-0789-6,1709.09356,,,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,0.50,,,,0.5,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6,https://api.altmetric.com/v1/doi/10.1007/S10959-017-0789-6
Large permutations and parameter testing,,1412.5622v1,,,,https://api.altmetric.com/v1/arxiv/1412.5622v1,,,,-1,,,,,,,,,,,
Limit theorems for chains with unbounded variable length memory which satisfy Cramer condition,,1911.06778,,,,0.25,,,,0.25,,,,,,,,,,,
Local optima of the Sherrington-Kirkpatrick Hamiltonian,10.1063/1.5020662,,,,https://api.altmetric.com/v1/doi/10.1063/1.5020662,,,,,-1,https://api.altmetric.com/v1/doi/10.1063/1.5020662,https://api.altmetric.com/v1/doi/10.1063/1.5020662,https://api.altmetric.com/v1/doi/10.1063/1.5020662,https://api.altmetric.com/v1/doi/10.1063/1.5020662,https://api.altmetric.com/v1/doi/10.1063/1.5020662,https://api.altmetric.com/v1/doi/10.1063/1.5020662,https://api.altmetric.com/v1/doi/10.1063/1.5020662,,,,
Log-Sobolev inequalities for infinite-dimensional Gibbs measures with non-quadratic interactions,,1401.3219,,,,0.25,,,,0.25,,,,,,,,,,,
Long-range dependence and approximate Bayesian computation,10.1080/03610918.2014.995816,,,,0.50,,,,,0.5,1,https://api.altmetric.com/v1/doi/10.1080/03610918.2014.995816,4.00,1.00,https://api.altmetric.com/v1/doi/10.1080/03610918.2014.995816,1.00,https://api.altmetric.com/v1/doi/10.1080/03610918.2014.995816,https://api.altmetric.com/v1/doi/10.1080/03610918.2014.995816,1.00,https://api.altmetric.com/v1/doi/10.1080/03610918.2014.995816,https://api.altmetric.com/v1/doi/10.1080/03610918.2014.995816
Machine Learning Algorithms for Automatic Classification of Marmoset Vocalizations,10.1371/JOURNAL.PONE.0163041,,27654941,,11.05,,11.05,,,11.05,24,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0163041,80.00,26.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0163041,24.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0163041,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0163041,16.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0163041,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0163041
Markov Approximations of chains of infinite order in the d-metric,,1107.4353,,,,https://api.altmetric.com/v1/arxiv/1107.4353,,,,-1,,,,,,,,,,,
Mean field limits for nonlinear spatially extended Hawkes processes with exponential memory kernels,10.1016/J.SPA.2018.02.007,,,,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2018.02.007,,,,
Mechanisms of self-organized quasicriticality in neuronal networks models,,2010.10622,,,,0.25,,,,0.25,,,,,,,,,,,
Mechanisms of Self-Sustained Oscillatory States in Hierarchical Modular Networks with Mixtures of Electrophysiological Cell Types.,10.3389/FNCOM.2016.00023,,27047367,,1.50,,1.50,,,1.5,1,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2016.00023,20.00,3.00,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2016.00023,3.00,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2016.00023,1.00,1.00,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2016.00023,1.00
Memory corticalization triggered by REM sleep: mechanisms of cellular and systems consolidation,10.1007/S00018-018-2886-9,,30054638,,0.25,,0.25,,,0.25,1,https://api.altmetric.com/v1/doi/10.1007/S00018-018-2886-9,82.00,1.00,https://api.altmetric.com/v1/doi/10.1007/S00018-018-2886-9,1.00,https://api.altmetric.com/v1/doi/10.1007/S00018-018-2886-9,https://api.altmetric.com/v1/doi/10.1007/S00018-018-2886-9,1.00,https://api.altmetric.com/v1/doi/10.1007/S00018-018-2886-9,https://api.altmetric.com/v1/doi/10.1007/S00018-018-2886-9
Metastability and Multiscale Extinction Time on a Finite System of Interacting Stochastic Chains,,1812.09409,,,,0.25,,,,0.25,,,,,,,,,,,
Method to assess the mismatch between the measured and nominal parameters of transcranial magnetic stimulation devices,10.1016/J.JNEUMETH.2019.03.021,,31014951,,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,,https://api.altmetric.com/v1/pmid/31014951,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,https://api.altmetric.com/v1/doi/10.1016/J.JNEUMETH.2019.03.021,,,,
Microwave-Assisted Growth of Silver Nanoparticle Films with Tunable Plasmon Properties and Asymmetrical Particle Geometry for Applications as Radiation Sensors,10.1007/S11468-020-01150-6,,,,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,,,,,-1,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,https://api.altmetric.com/v1/doi/10.1007/S11468-020-01150-6,,,,
Minimum number of edges in a hypergraph guaranteeing a perfect fractional matching and the MMS conjecture,10.1134/S0032946014040048,,,,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,,,,,-1,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,https://api.altmetric.com/v1/doi/10.1134/S0032946014040048,,,,
Mixing rates for potentials of non-summable variations,,2006.06824,,,,0.50,,,,0.5,,,,,,,,,,,
Modeling networks of spiking neurons as interacting processes with memory of variable length,,1502.06446,,,,0.75,,,,0.75,,,,,,,,,,,
Modeling neuronal avalanches and long-range temporal correlations at the emergence of collective oscillations: Continuously varying exponents mimic M/EEG results,10.1371/JOURNAL.PCBI.1006924,,30951525,,9.10,,9.10,,,9.1,17,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PCBI.1006924,58.00,22.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PCBI.1006924,18.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PCBI.1006924,1.00,7.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PCBI.1006924,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PCBI.1006924
Modeling of Acoustic Signal Energies with a Generalized Frank Copula. A Linguistic Conjecture is Reviewed,10.1080/03610926.2013.866248,,,,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,,,,,-1,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.866248,,,,
Modelling intracellular competition for calcium: kinetic and thermodynamic control of different molecular modes of signal decoding,10.1038/SREP23730,,27033299,,1.00,,1.00,,,1,1,https://api.altmetric.com/v1/doi/10.1038/SREP23730,31.00,1.00,https://api.altmetric.com/v1/doi/10.1038/SREP23730,1.00,https://api.altmetric.com/v1/doi/10.1038/SREP23730,https://api.altmetric.com/v1/doi/10.1038/SREP23730,1.00,https://api.altmetric.com/v1/doi/10.1038/SREP23730,https://api.altmetric.com/v1/doi/10.1038/SREP23730
Modified Log-Sobolev Inequality for a Compact Pure Jump Markov Process with Degenerate Jumps,10.1007/S10955-020-02506-2,,,,1.25,,,,,1.25,2,https://api.altmetric.com/v1/doi/10.1007/S10955-020-02506-2,1.00,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-020-02506-2,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-020-02506-2,https://api.altmetric.com/v1/doi/10.1007/S10955-020-02506-2,2.00,https://api.altmetric.com/v1/doi/10.1007/S10955-020-02506-2,https://api.altmetric.com/v1/doi/10.1007/S10955-020-02506-2
Monochromatic trees in random graphs,10.1017/S0305004117000846,1611.10299,,,1.00,1.00,,,,1,3,https://api.altmetric.com/v1/doi/10.1017/S0305004117000846,3.00,3.00,https://api.altmetric.com/v1/doi/10.1017/S0305004117000846,3.00,https://api.altmetric.com/v1/doi/10.1017/S0305004117000846,https://api.altmetric.com/v1/doi/10.1017/S0305004117000846,3.00,https://api.altmetric.com/v1/doi/10.1017/S0305004117000846,https://api.altmetric.com/v1/doi/10.1017/S0305004117000846
